PENTICTON A,49.463,-119.602,BC,20.9,1,NA,36.9,1,7.8,1,0,1,NA,21,0,NA,,3,,,NA,3.5,89.6,1126146
PRINCETON A,49.468,-120.513,BC,18.6,0,0.7,35.5,0,5,0,0,0,NA,9.6,0,39,0,3,,,NA,18.3,37.3,1126510
PRINCETON A,49.468,-120.513,BC,18.7,0,NA,35.5,0,5.1,0,,,NA,,,NA,,,,,NA,17.3,39.1,1126518
VERNON AUTO,50.223,-119.194,BC,20.9,1,NA,35.6,1,9,1,,,NA,19.3,1,NA,,4,,,NA,3.8,91,1128582
VERNON SILVER STAR LODGE,50.359,-119.056,BC,13.8,1,NA,27,1,1,1,0,1,NA,53.7,1,NA,0,7,,,NA,132.2,7,1128584
PRINCETON CS,49.465,-120.51,BC,18.7,0,NA,35.2,0,5.5,0,,,NA,8,0,NA,,2,,,NA,17.1,40,112FN0M
SUMMERLAND CS,49.563,-119.649,BC,21.6,0,0.7,36.5,0,10.6,0,,,NA,36.5,0,NA,,5,,,NA,2,115.1,112G8L1
MIDWAY,49.004,-118.772,BC,19.4,0,0.7,37,0,4.5,0,0,0,NA,23.6,0,83,0,3,,,NA,8.4,51.9,1135126
BILLINGS,49.017,-118.228,BC,21.7,5,1.3,37.5,5,9.5,5,0,5,NA,30.4,5,NA,0,3,,,NA,0,95.1,1140876
CASTLEGAR A,49.296,-117.633,BC,21.1,0,1.1,37.5,0,7,0,0,0,NA,14.8,0,49,0,3,,,NA,1.2,98.2,1141455
CASTLEGAR BCHPA DAM,49.343,-117.774,BC,21.6,11,1.7,34,9,14,8,0,9,NA,62.8,9,NA,,3,,,NA,0,71.7,1141457
CASTLEGAR A,49.296,-117.633,BC,20.8,0,NA,37.5,0,6,0,,,NA,,,NA,,,,,NA,2,89.4,1141460
DUNCAN LAKE DAM,50.239,-116.972,BC,18,0,1,33,0,4.5,0,0,0,NA,53,0,102,0,10,,,NA,19.7,21,1142574
NAKUSP CS,50.269,-117.817,BC,18.9,0,NA,32.7,0,6.5,0,,,NA,47.8,0,NA,,7,,,NA,14.4,41.2,1145297
NELSON NE,49.586,-117.206,BC,19.5,7,NA,34,6,7.5,7,0,1,NA,29.4,1,NA,0,6,,,NA,4.6,40.4,1145442
NEW DENVER,49.996,-117.37,BC,20.1,0,1.2,35,0,7.5,0,0,0,NA,19,0,35,0,5,,,NA,6.8,72.2,1145460
NELSON CS,49.491,-117.305,BC,21.2,0,NA,37.4,0,8.1,0,,,NA,,,NA,,,,,NA,0,98.3,1145M29
WARFIELD RCS,49.112,-117.739,BC,21.6,0,NA,39.2,0,7.1,0,,,NA,26.2,0,NA,,2,,,NA,0.8,113.5,1148705
CRESTON CAMPBELL SCIENTIFIC,49.082,-116.501,BC,21.4,0,NA,34.8,0,10.1,0,,,NA,21.8,0,NA,,3,,,NA,1.7,106.3,114B1F0
NELSON RIXEN CREEK,49.512,-117.399,BC,19.9,0,NA,35,0,7,0,0,0,NA,31,0,NA,0,3,,,NA,7.6,67.4,114EMDM
CRANBROOK A,49.612,-115.782,BC,18.9,2,NA,34.5,2,5.1,2,0,1,NA,14.2,0,NA,,5,,,NA,15.5,42.8,1152105
CRANBROOK AIRPORT AUTO,49.618,-115.789,BC,18.9,2,NA,34.8,2,5.4,2,,,NA,9.6,2,NA,,2,,,NA,16.3,42.6,1152106
FERNIE,49.489,-115.073,BC,17.3,5,1,32.5,5,2,5,0,5,NA,26.8,5,NA,,4,,,NA,34.2,15.1,1152850
FT STEELE DANDY CRK,49.524,-115.461,BC,17.8,21,NA,35,16,2,16,0,16,NA,10.8,16,NA,,3,,,NA,9.1,6.8,1153034
KIMBERLEY PCC,49.632,-115.962,BC,19.8,10,2.2,34.5,10,6,10,0,10,NA,3,10,NA,,1,,,NA,4.1,41.6,1154203
KOOTENAY NP WEST GATE,50.631,-116.061,BC,18.6,3,0.8,34,3,8,3,0,3,NA,76.4,3,NA,0,6,,,NA,22.4,38.2,1154410
SPARWOOD,49.745,-114.883,BC,16.1,0,0.6,31.5,0,1,0,0,0,0,35.6,0,102,0,6,,,NA,68,9.5,1157630
SPARWOOD CS,49.745,-114.884,BC,15.9,0,NA,31.5,0,1.3,0,,,NA,30.2,11,NA,,5,,,NA,70.9,6.3,1157631
SPARWOOD A,49.833,-114.883,BC,16,0,NA,31.5,0,1.1,0,,,NA,,,NA,,,,,NA,68.1,7.3,1157635
ASHCROFT,50.708,-121.281,BC,23,0,NA,38.6,0,11.1,0,,,NA,29,0,NA,,3,,,NA,0,154.5,1160515
BLUE RIVER A,52.129,-119.29,BC,16.3,0,0.4,32,0,2,0,0,0,NA,66.2,0,80,0,9,,,NA,61.6,9.9,1160899
BLUE RIVER A,52.125,-119.293,BC,16.1,0,NA,31.9,0,2.1,0,,,NA,,,NA,,,,,NA,67.8,9.5,1160902
BLUE RIVER CS,52.129,-119.29,BC,16.2,1,NA,31.7,1,2.2,1,,,NA,52.7,1,NA,,9,,,NA,62.8,8.8,1160H99
CLEARWATER AUTO,51.653,-120.082,BC,18.8,0,NA,35.4,0,4.6,0,,,NA,,,NA,,,,,NA,22.4,46.4,1161650
CLINTON A,51.266,-121.685,BC,13.7,0,NA,29.6,0,0.8,0,,,NA,27.5,1,NA,,7,,,NA,132.3,0,1161662
CLINTON RCS,51.144,-121.505,BC,15.8,0,NA,31.6,0,4.7,0,,,NA,61.7,0,NA,,5,,,NA,76.8,9.5,1161663
CRISS CREEK,51.03,-120.728,BC,13.6,10,0.4,29,10,1,10,0,10,NA,18.4,10,NA,0,2,,,NA,92.8,0,1162177
KAMLOOPS A,50.703,-120.449,BC,21.6,3,NA,36.5,3,10.5,3,0,5,NA,16.7,0,NA,,3,,,NA,1.5,101.8,1163781
KAMLOOPS AUT,50.702,-120.442,BC,21.7,0,NA,36.4,0,11.1,0,,,NA,14.2,0,NA,,4,,,NA,1.3,115.4,1163842
100 MILE HOUSE 6NE,51.681,-121.217,BC,15,30,NA,22,30,8,30,0,30,NA,0.6,30,NA,,0,,,NA,3,0,1165793
RED LAKE,50.935,-120.8,BC,17.2,11,2.3,31.5,11,6,11,0,11,NA,18.8,11,NA,,4,,,NA,34.5,18,1166658
SILVER CREEK,50.545,-119.35,BC,18.8,0,0.4,33.5,0,5.5,0,0,0,NA,23.4,0,69,0,4,,,NA,15.1,40.7,1167337
VAVENBY,51.576,-119.778,BC,18.2,2,0.6,34,1,4.5,1,0,1,NA,32.6,1,NA,0,5,,,NA,26.4,30.8,1168520
KAMLOOPS PRATT ROAD,50.63,-120.172,BC,19.8,4,NA,34,4,8,4,0,4,NA,27,4,NA,0,3,,,NA,11.1,60.2,116C8P0
SALMON ARM CS,50.703,-119.291,BC,19.5,2,-0.2,32.8,2,7.4,2,,,NA,6.6,14,NA,,1,,,NA,7.7,52.5,116FRMN
GOLDEN A,51.299,-116.982,BC,17.1,0,0.4,32,0,3.5,0,0,0,NA,51.2,0,113,0,8,,,NA,44.4,16.7,1173210
GOLDEN A,51.299,-116.982,BC,17.1,0,NA,32,0,3.4,0,,,NA,,,NA,,,,,NA,45.9,17.9,1173214
GOLDEN AIRPORT,51.3,-116.984,BC,17,0,NA,31.9,0,3.6,0,,,NA,39,0,NA,,6,,,NA,48.1,16.7,1173220
MICA DAM,52.053,-118.585,BC,15.7,5,-0.5,26,3,4.5,3,0,3,NA,48.1,3,NA,0,12,,,NA,62.2,2.4,1175122
REVELSTOKE A,50.967,-118.183,BC,18.4,0,NA,31.4,0,6.2,0,,,NA,45.1,0,NA,,8,,,NA,22.9,35.2,1176745
REVELSTOKE AIRPORT AUTO,50.958,-118.176,BC,18.5,1,NA,32.7,1,6.5,1,,,NA,43,1,NA,,7,,,NA,21.1,37,1176755
YOHO PARK,51.443,-116.345,BC,13.4,0,NA,27.9,0,-1.9,0,,,NA,,,NA,,,,,NA,142.6,0,11790J1
YOHO NP OHARA LAKE,51.356,-116.337,BC,10,1,NA,24,1,-1.5,1,0,1,NA,102,1,NA,0,19,,,NA,239.2,0,117R00H
CHETWYND A,55.687,-121.627,BC,13.4,0,-1.1,27.5,0,1,0,0,0,NA,148.8,0,290,0,12,,,NA,146.6,4.1,1181508
CHETWYND A,55.687,-121.627,BC,13.3,0,NA,27.7,0,0.8,0,,,NA,,,NA,,,,,NA,150.7,4,1181513
DAWSON CREEK A,55.742,-120.183,BC,12.9,0,NA,26.8,0,-0.7,0,,,NA,71.7,0,NA,,10,,,NA,162.8,3.3,1182289
FORT ST. JOHN A,56.238,-120.74,BC,13.3,0,NA,28.5,0,1.8,0,0,0,NA,93,0,NA,,12,,,NA,151.4,7,1183001
MACKENZIE,55.299,-123.133,BC,13.7,0,NA,27.8,0,1.1,0,,,NA,82.4,3,NA,,10,,,NA,137.7,3.9,1184791
MACKENZIE AIRPORT AUTO,55.305,-123.138,BC,14.1,0,NA,28.6,0,1.6,0,,,NA,76.6,0,NA,,11,,,NA,126.2,5.2,1184793
DEASE LAKE A,58.422,-130.031,BC,11.2,0,NA,28.4,0,-0.3,0,,,NA,93.8,0,NA,,13,,,NA,214.6,2.8,1192341
FORT NELSON A,58.836,-122.597,BC,13.1,2,NA,29.2,2,1.5,2,0,0,NA,45.1,1,NA,,8,,,NA,149.7,6.2,1192946
FORT NELSON,58.841,-122.574,BC,13.1,0,NA,28.9,0,1.4,0,,,NA,57.1,0,NA,,10,,,NA,159.2,6.7,1192948
DEASE LAKE (AUT),58.426,-130.025,BC,10.9,2,NA,28.3,2,-0.5,2,,,NA,89.2,2,NA,,13,,,NA,207.9,3.1,119BLM0
ATLIN,59.567,-133.7,BC,13,1,0.6,27.5,1,2.5,1,0,1,NA,69.8,1,NA,0,9,,,NA,155.1,4.1,1200560
PLEASANT CAMP,59.45,-136.367,BC,14.2,0,0.8,27.5,0,-1,0,0,0,NA,59.6,0,82,0,7,,,NA,123.1,4.1,1206197
BEAVER CREEK A,62.41,-140.869,YT,10.9,0,NA,27.7,0,-3.5,0,,,NA,,,NA,,,,,NA,220,0.6,2100155
BURWASH A,61.371,-139.04,YT,10.3,0,NA,27.2,0,-3.5,0,,,NA,47.8,0,NA,,8,,,NA,238.3,0,2100181
BURWASH AIRPORT AUTO,61.367,-139.017,YT,10.3,0,NA,26.9,0,-3.6,0,,,NA,30.3,0,NA,,5,,,NA,239.5,0,2100184
CARMACKS CS,62.115,-136.192,YT,12,1,NA,31,1,-3.3,1,,,NA,0.7,30,NA,,0,,,NA,186.9,6.5,2100301
DAWSON CITY A,64.042,-139.13,YT,11.1,0,NA,26.5,0,-3.4,0,,,NA,,,NA,,,,,NA,214.6,1.3,2100407
FARO (AUT),62.208,-133.376,YT,11.6,0,NA,26.8,0,-3.2,0,,,NA,11.8,6,NA,,3,,,NA,202.6,5.2,2100518
FARO A,62.207,-133.373,YT,11.5,0,NA,26.7,0,-3.4,0,,,NA,,,NA,,,,,NA,205.2,5.2,2100527
HAINES JUNCTION,60.773,-137.58,YT,12,0,NA,28.2,0,-3.9,0,,,NA,,,NA,,,,,NA,187.5,1.4,2100630
HERSCHEL ISLAND,69.568,-138.913,YT,5.4,4,NA,15,4,-0.7,4,,,NA,70.1,4,NA,,15,,,NA,341.2,0,2100636
IVVAVIK NAT. PARK,69.164,-140.15,YT,6.6,1,NA,23.8,1,-3.2,1,,,NA,,,NA,,,,,NA,342.6,0,2100660
MACMILLAN PASS,63.244,-130.037,YT,6.7,27,NA,15.5,27,-1.7,27,,,NA,19.7,2,NA,,8,,,NA,45.1,0,2100693
MARGARET LAKE,68.801,-140.848,YT,6.1,1,NA,20.5,1,-5.4,1,,,NA,39.2,12,NA,,8,,,NA,357.7,0,2100697
MAYO A,63.616,-135.868,YT,12,0,NA,28.7,0,-4.1,0,0,0,NA,9.4,0,NA,,4,,,NA,192.8,6,2100701
MAYO A,63.617,-135.869,YT,12,0,NA,28.7,0,-4.1,0,,,NA,,,NA,,,,,NA,192.8,6,2100702
OLD CROW RCS,67.571,-139.839,YT,9,1,NA,21.3,1,-1,1,,,NA,55.6,1,NA,,13,,,NA,270.3,0,2100805
OLD CROW A,67.57,-139.84,YT,9.2,0,NA,21.6,0,-1,0,,,NA,,,NA,,,,,NA,273.1,0,2100807
OTTER FALLS NCPC,61.033,-137.05,YT,11.8,6,1,27.5,6,-1.5,6,0,6,NA,32.5,6,NA,0,9,,,NA,155.6,1.1,2100840
ROCK RIVER,66.981,-136.218,YT,6,2,NA,17.5,2,-2.7,2,,,NA,133.8,9,NA,,14,,,NA,349.4,0,2100935
SHINGLE POINT A,68.95,-137.217,YT,6.4,1,NA,24.4,1,-1.2,1,,,NA,,,NA,,,,,NA,347.4,0,2100950
DAWSON,64.061,-139.127,YT,11.1,1,NA,26.5,1,-3.2,1,,,NA,17.2,1,NA,,3,,,NA,209.5,1.4,2100LRP
TAKHINI RIVER RANCH,60.946,-135.573,YT,12.9,8,1.2,30.5,8,-1,8,0,8,NA,40,8,NA,,7,,,NA,123.6,6,2101095
TESLIN (AUT),60.167,-132.733,YT,11.8,0,NA,28.2,0,-2,0,,,NA,10.1,16,NA,,3,,,NA,195.8,4,2101102
TESLIN A,60.173,-132.742,YT,11.9,0,NA,28.2,0,-1.9,0,,,NA,,,NA,,,,,NA,193.8,4.3,2101106
WATSON LAKE A,60.116,-128.823,YT,11.7,1,NA,28.5,1,0.5,1,2.4,0,NA,47.1,2,NA,,11,,,NA,192.1,2.8,2101201
WATSON LAKE A,60.116,-128.823,YT,11.7,0,NA,28.5,0,0.5,0,,,NA,,,NA,,,,,NA,198.9,2.8,2101202
WATSON LAKE (AUT),60.116,-128.832,YT,11.7,1,NA,28.3,1,0.8,1,,,NA,59.2,1,NA,,12,,,NA,192.2,2.7,2101204
WHITEHORSE A,60.709,-135.067,YT,12.7,0,NA,30.2,0,1.3,0,,,NA,,,NA,,,,,NA,171.6,6.5,2101303
WHITEHORSE AUTO,60.733,-135.098,YT,12.3,0,NA,28.6,0,0.6,0,,,NA,41.6,0,NA,,6,,,NA,182.3,4.8,2101310
AKLAVIK A,68.223,-135.006,NT,8.7,1,NA,22.5,1,1,1,,,NA,,,NA,,,,,NA,278.9,0,2200105
CAPE PARRY A,70.167,-124.717,NT,3.4,0,NA,19.9,0,-1.6,0,,,NA,,,NA,,,,,NA,453,0,2200675
COLVILLE LAKE,67.021,-126.123,NT,7.9,0,NA,25.4,0,-2.3,0,,,NA,42.9,0,NA,,9,,,NA,314,0.9,2200824
COLVILLE LAKE A,67.021,-126.129,NT,7.6,0,NA,24.7,0,-4.4,0,,,NA,44.2,0,NA,,8,,,NA,323.2,0.6,2200827
DELINE CS,65.209,-123.433,NT,8.6,0,NA,24.9,0,-1.1,0,,,NA,44.1,0,NA,,10,,,NA,290,0,2201022
DELINE A,65.211,-123.436,NT,8.8,2,NA,24.8,2,-1.3,2,,,NA,,,NA,,,,,NA,265.6,0,2201023
DEADMEN VALLEY,61.257,-124.468,NT,11.2,7,NA,28.5,7,0.6,7,,,NA,36.8,7,NA,,6,,,NA,163.8,0,22010H0
FORT GOOD HOPE A,66.241,-128.648,NT,9.5,1,NA,26.4,1,-2.1,1,,,NA,,,NA,,,,,NA,254.1,0,2201406
FORT GOOD HOPE CS,66.242,-128.644,NT,,,NA,,,,,,,NA,74.1,0,NA,,13,,,NA,,,2201450
FORT LIARD,60.233,-123.467,NT,13,0,NA,30.4,0,2.3,0,,,NA,48.1,0,NA,,8,,,NA,162.1,5.9,2201579
FORT LIARD A,60.236,-123.47,NT,12.8,0,NA,30.6,0,2,0,,,NA,,,NA,,,,,NA,166.7,5.8,2201581
FORT MCPHERSON A,67.407,-134.86,NT,9.4,0,NA,23.9,0,-0.5,0,,,NA,,,NA,,,,,NA,265.8,0,2201606
TULITA A,64.91,-125.569,NT,10.6,0,NA,25.6,0,-1.4,0,,,NA,,,NA,,,,,NA,229.2,0,2201705
FORT PROVIDENCE,61.317,-117.602,NT,12.7,0,NA,26.9,0,-2.1,0,,,NA,,,NA,,,,,NA,169.5,4,2201799
FORT RELIANCE (AUT),62.711,-109.168,NT,12.4,2,NA,25,2,1.9,2,,,NA,71.8,2,NA,,11,,,NA,162.7,0,2201903
FORT RESOLUTION A,61.181,-113.69,NT,12.2,0,NA,25.2,0,-1.4,0,,,NA,,,NA,,,,,NA,179.4,0.2,2202010
FORT SIMPSON CLIMATE,61.76,-121.237,NT,12,0,NA,26.4,0,1.5,0,,,NA,71.3,0,NA,,11,,,NA,186.1,1.3,2202102
FORT SIMPSON A,61.76,-121.237,NT,12.5,2,NA,26.3,2,1.7,2,0,0,NA,77.1,0,NA,,12,,,NA,161.1,1.5,2202103
FORT SIMPSON A,61.76,-121.237,NT,12.1,0,NA,26.3,0,1.7,0,,,NA,,,NA,,,,,NA,183.1,1.5,2202104
FORT SMITH A,60.02,-111.962,NT,13.7,2,NA,24.8,2,4.1,2,0,0,NA,66.8,1,NA,,9,,,NA,125.3,1.4,2202201
FORT SMITH CLIMATE,60.026,-111.929,NT,13.9,1,NA,25.8,1,4.1,1,,,NA,48.2,1,NA,,8,,,NA,126.3,2.6,2202202
FORT SMITH A,60.02,-111.962,NT,13.7,0,NA,24.8,0,4.1,0,,,NA,,,NA,,,,,NA,134.5,1.4,2202203
HANBURY RIVER,63.6,-105.133,NT,10.5,8,NA,21.6,8,-0.7,8,,,NA,24.3,8,NA,,8,,,NA,173,0,2202351
HAY RIVER A,60.84,-115.783,NT,13,1,NA,25.9,1,1.1,1,0,6,NA,21.3,0,NA,,5,,,NA,152.7,1.4,2202401
HAY RIVER CLIMATE,60.839,-115.777,NT,13.3,0,NA,26.9,0,2.1,0,,,NA,15.7,0,NA,,4,,,NA,148.5,3.5,2202402
HAY RIVER A,60.84,-115.783,NT,13.2,0,NA,26.9,0,1.1,0,,,NA,,,NA,,,,,NA,152.7,3.4,2202403
INNER WHALEBACKS,61.92,-113.726,NT,,,NA,,,,,,,NA,20.6,2,NA,,5,,,NA,,,2202560
INUVIK A,68.304,-133.483,NT,8,0,NA,21.8,0,-1,0,,,NA,,,NA,,,,,NA,310.3,0,2202571
INUVIK CLIMATE,68.317,-133.517,NT,7.8,1,NA,21.2,1,-0.5,1,,,NA,63.6,1,NA,,12,,,NA,305.1,0,2202578
LAC LA MARTRE,63.134,-117.245,NT,10.2,0,NA,23.9,0,-3,0,,,NA,44.4,0,NA,,8,,,NA,240.4,0,2202678
LUTSELK'E A,62.418,-110.682,NT,12.5,6,NA,23.8,6,2.7,6,,,NA,,,NA,,,,,NA,136.8,0,2202690
NORMAN WELLS A,65.281,-126.799,NT,9.8,0,NA,26.3,0,-3.6,0,0.3,1,NA,88.4,0,NA,,14,,,NA,255.2,1,2202801
NORMAN WELLS CLIMATE,65.288,-126.753,NT,9.4,0,NA,26.4,0,-5,0,,,NA,85.8,0,NA,,14,,,NA,267.6,0.2,2202810
PAULATUK A,69.361,-124.076,NT,5.9,0,NA,24.8,0,-0.2,0,,,NA,,,NA,,,,,NA,375.6,0.4,2203055
PAULATUK,69.358,-124.083,NT,6.1,2,NA,24.8,2,-0.1,2,,,NA,78.5,2,NA,,15,,,NA,346.7,0.5,2203058
PELLY ISLAND,69.633,-135.444,NT,5.2,2,NA,17.8,2,-0.1,2,,,NA,,,NA,,,,,NA,372,0,2203095
RAE LAKES,64.112,-117.328,NT,11.1,0,NA,23.3,0,1.8,0,,,NA,70.2,0,NA,,14,,,NA,214.2,0.7,2203359
GAMETI A,64.116,-117.31,NT,11.1,0,NA,23.5,0,2.2,0,,,NA,,,NA,,,,,NA,214.6,1.1,2203365
TUKTOYAKTUK A,69.433,-133.026,NT,6,1,NA,19.3,1,0.2,1,,,NA,,,NA,,,,,NA,358.9,0,2203911
TUKTOYAKTUK,69.433,-133.017,NT,6.1,2,NA,19.1,2,0.1,2,,,NA,,,NA,,,,,NA,343.7,0,2203914
TUKTUT NOGAIT,69.199,-122.359,NT,3.5,3,NA,20.7,3,-4.1,3,,,NA,15.6,21,NA,,7,,,NA,407.4,0,2203918
WEKWEETI A,64.191,-114.077,NT,10.4,0,NA,22.8,0,-1.8,0,,,NA,53.9,0,NA,,10,,,NA,235.4,0,2203980
WRIGLEY A,63.21,-123.437,NT,11.2,0,NA,26,0,-0.8,0,,,NA,,,NA,,,,,NA,212.9,1.3,2204005
YELLOWKNIFE A,62.463,-114.44,NT,12.4,3,NA,22.5,3,3.3,3,0,0,NA,51.7,1,NA,,10,,,NA,157,0,2204101
YELLOWKNIFE-HENDERSON,62.45,-114.383,NT,17.5,0,NA,28,0,7.5,0,0,0,NA,157,0,NA,0,6,,,NA,29.5,13.8,2204110
YOHIN,61.242,-123.742,NT,12,5,NA,29.4,5,-1,5,,,NA,30.4,7,NA,,5,,,NA,155.2,0.1,2204300
LIVERPOOL BAY,69.604,-130.911,NT,4.5,0,NA,19.4,0,-1.2,0,,,NA,,,NA,,,,,NA,419.2,0,220B68C
LITTLE CHICAGO,67.179,-130.228,NT,9.4,1,NA,26.1,1,-2.1,1,,,NA,,,NA,,,,,NA,259.6,0.6,220B6Q3
TRAIL VALLEY,68.746,-133.502,NT,6.6,2,NA,20.7,2,-2.4,2,,,NA,52.7,2,NA,,14,,,NA,331.9,0,220N005
ARVIAT A,61.094,-94.072,NU,9.5,0,NA,22.4,0,2.1,0,,,NA,178,0,NA,,16,,,NA,263.3,0,2300427
BAKER LAKE CLIMATE,64.317,-96,NU,10.7,1,NA,20.2,1,0.7,1,,,NA,65.6,1,NA,,10,,,NA,218,0,2300501
BAKER LAKE A,64.299,-96.078,NU,10.6,1,NA,19.8,1,0.9,1,0,15,NA,78.3,0,NA,,9,,,NA,221.8,0,2300503
BAKER LAKE A,64.299,-96.078,NU,10.6,0,NA,19.8,0,0.9,0,,,NA,,,NA,,,,,NA,228.3,0,2300504
BATHURST INLET,66.838,-108.015,NU,10.3,3,NA,25.3,3,1.1,3,,,NA,119.6,3,NA,,13,,,NA,218.2,1.8,2300551
CHESTERFIELD INLET A,63.347,-90.731,NU,8.6,0,NA,19,0,1.1,0,,,NA,,,NA,,,,,NA,291.7,0,2300710
KUGLUKTUK A,67.817,-115.144,NU,8.5,0,NA,26.3,0,-0.9,0,0,0,NA,45,0,NA,,10,,,NA,293.7,0,2300903
KUGLUKTUK CLIMATE,67.817,-115.135,NU,8.5,0,NA,26.4,0,-0.8,0,,,NA,49.7,0,NA,,12,,,NA,293.1,0,2300904
KUGLUKTUK A,67.817,-115.144,NU,8.6,1,NA,26.3,1,-0.9,1,,,NA,,,NA,,,,,NA,281.5,0,2300905
CORAL HARBOUR A,64.193,-83.359,NU,8.9,5,NA,17.4,5,0.7,5,0,1,NA,48.2,2,NA,,8,,,NA,237.1,0,2301002
CORAL HARBOUR A,64.193,-83.359,NU,8.8,13,NA,18.1,13,0.7,13,,,NA,,,NA,,,,,NA,165.1,0,2301004
CORAL HARBOUR RCS,64.183,-83.35,NU,9.4,1,NA,18.3,1,2.3,1,,,NA,,,NA,,,,,NA,257.2,0,2301010
ENNADAI LAKE (AUT),61.132,-100.884,NU,11.3,2,NA,22.3,2,1.2,2,,,NA,56,2,NA,,9,,,NA,195.4,0,2301102
ARVIAT CLIMATE,61.1,-94.067,NU,9.5,0,NA,22.5,0,2.1,0,,,NA,165.6,0,NA,,16,,,NA,262.6,0,2301153
GJOA HAVEN A,68.636,-95.85,NU,8.8,0,NA,15.9,0,-0.4,0,,,NA,21.2,0,NA,,4,,,NA,284.4,0,2302337
GJOA HAVEN CLIMATE,68.636,-95.85,NU,8.9,11,NA,16.4,11,-0.5,11,,,NA,2.6,11,NA,,1,,,NA,183,0,2302340
HAT ISLAND,68.318,-100.087,NU,8.4,0,NA,17.4,0,-0.8,0,,,NA,,,NA,,,,,NA,297.2,0,2302370
PELLY BAY,68.437,-89.726,NU,10.6,7,NA,31,7,-0.5,7,,,NA,,,NA,,,,,NA,177.7,1.2,2303093
KUGAARUK CLIMATE,68.538,-89.796,NU,10.1,10,NA,20.5,10,1.8,10,,,NA,30.8,10,NA,,4,,,NA,165.2,0,2303094
KUGAARUK A,68.536,-89.805,NU,10.6,0,NA,20.9,0,1.6,0,,,NA,,,NA,,,,,NA,229.9,0,2303095
RANKIN INLET A,62.811,-92.115,NU,9,1,NA,19.8,1,0.8,1,0,1,NA,112.9,0,NA,,11,,,NA,270.4,0,2303405
ROBERTSON LAKE (AUT),65.1,-102.429,NU,10.8,2,NA,22.6,2,-0.7,2,,,NA,,,NA,,,,,NA,209,0,2303610
SANIKILUAQ A,56.537,-79.25,NU,9,0,NA,21.7,0,2.9,0,,,NA,,,NA,,,,,NA,279.6,0,2303660
SANIKILUAQ,56.537,-79.26,NU,9,3,NA,22.4,3,2.9,3,,,NA,82.7,3,NA,,8,,,NA,252.5,0,2303668
SHEPHERD BAY A,68.817,-93.433,NU,10.5,0,NA,20.4,0,0.2,0,,,NA,,,NA,,,,,NA,231.1,0,2303685
WHALE COVE A,62.24,-92.598,NU,9,3,NA,19.2,3,4.5,3,,,NA,,,NA,,,,,NA,251.3,0,2303990
LUPIN CS,65.755,-111.246,NU,7.5,17,NA,21.5,15,-1.6,17,,,NA,34.9,13,NA,,6,,,NA,146.8,0,230N002
ALERT CLIMATE,82.5,-62.333,NU,4.3,1,NA,16.8,1,-3.1,1,,,NA,22.2,1,NA,,5,,,NA,410,0,2400305
ALERT UA,82.5,-62.333,NU,,,NA,,,,,13.8,0,NA,25.6,0,NA,0,6,,,NA,,,2400306
ARCTIC BAY,73.006,-85.047,NU,8.5,1,NA,15.8,1,1.2,1,,,NA,,,NA,,,,,NA,285.8,0,2400399
ARCTIC BAY CS,72.993,-85.012,NU,8,1,NA,14.6,1,1.7,1,,,NA,32.3,1,NA,,8,,,NA,298.9,0,2400404
BREVOORT ISLAND,63.34,-64.146,NU,5.6,0,NA,15,0,1.1,0,,,NA,,,NA,,,,,NA,385.5,0,2400565
QIKIQTARJUAQ CLIMATE,67.547,-64.033,NU,6.3,0,NA,15.5,0,1.1,0,,,NA,27.6,0,NA,,3,,,NA,361.7,0,2400573
QIKIQTARJUAQ A,67.547,-64.032,NU,6.4,0,NA,15.7,0,1.1,0,,,NA,29,0,NA,,3,,,NA,358.3,0,2400577
CAMBRIDGE BAY A,69.108,-105.137,NU,8.2,5,NA,21.9,5,0,5,0,1,NA,23.3,5,NA,0,7,,,NA,255.6,0,2400601
CAMBRIDGE BAY GSN,69.108,-105.138,NU,8.2,1,NA,21.6,1,0.2,1,,,NA,31.3,1,NA,,8,,,NA,294.9,0,2400602
CAMBRIDGE BAY A,69.108,-105.137,NU,8,3,NA,21.9,3,0,3,,,NA,,,NA,,,,,NA,279.4,0,2400603
CAPE DORSET CLIMATE,64.231,-76.53,NU,8.2,0,NA,17.7,0,2,0,,,NA,54.3,0,NA,,4,,,NA,303.3,0,2400636
CAPE DORSET A,64.23,-76.525,NU,8.3,0,NA,18,0,2,0,,,NA,50.3,0,NA,,4,,,NA,300.1,0,2400637
CAPE DYER,66.65,-61.383,NU,5,0,NA,12.8,0,-0.5,0,,,NA,,,NA,,,,,NA,402,0,2400650
CAPE LIVERPOOL,73.668,-78.293,NU,6.1,4,NA,15.5,4,0.3,4,,,NA,0,5,NA,,0,,,NA,321.4,0,2400675
CAPE PEEL WEST,69.036,-107.823,NU,7.1,0,NA,21.2,0,-1.3,0,,,NA,,,NA,,,,,NA,337.3,0,2400697
CLYDE RIVER CLIMATE,70.483,-68.517,NU,6.9,0,NA,17,0,0.6,0,,,NA,4,0,NA,,2,,,NA,343,0,2400802
CLYDE RIVER A,70.486,-68.517,NU,6.8,1,NA,17,1,0.7,1,,,NA,4.3,1,NA,,3,,,NA,335,0,2400804
DEWAR LAKES,68.65,-71.167,NU,8.4,0,NA,17.7,0,0.7,0,,,NA,,,NA,,,,,NA,297.9,0,2401030
